date,feature1,feature2,target,return
2024-01-01,-0.14409032957792836,-0.1729036003315193,-0.10465008138892529,0.004926835623210125
2024-01-02,-0.12758828378288709,-1.4973534143409575,0.5260533976881239,0.007847693168790795
2024-01-03,-0.216958684145195,0.11588478670085507,-0.0704876464585326,0.010225833936820777
2024-01-04,0.6566365067986689,0.11050717744383194,0.057332600353508345,-0.008999971667807005
2024-01-05,0.24634219521120196,1.3110808272040482,-0.2000562795616811,-0.005064358528941465
2024-01-06,0.5317762204008692,-1.453545298008678,0.652168285110932,0.017946991028153884
2024-01-07,0.8734043853794468,-0.2406296726551354,0.8718719009061084,0.019919572511406317
2024-01-08,0.7823268087036421,-1.1132222142481727,1.1657207741596942,0.008169211565942488
2024-01-09,-2.619945422218852,-0.6068907281995026,-2.1097996002663426,-0.033435869574762786
2024-01-10,0.664265899612895,-1.2190747412956953,1.254389263791735,0.015065757033411205
2024-01-11,-0.08624384633628418,-0.29389977795653216,0.08500916968202134,0.009886546509078097
2024-01-12,0.6384137907924435,0.3498851018692087,0.6668981718970971,0.018122883814443127
2024-01-13,-0.6269854652195999,-0.7173710938165775,-0.4586626345767536,-0.004179988686767257
2024-01-14,-0.2501155709973842,2.335754222480548,-1.28545343753558,-0.03669781474973318
2024-01-15,0.7684735154696964,1.4218499813434655,0.36422281184537786,0.015642629696584292
2024-01-16,1.4263449774421624,-0.0940274760163039,0.31517026044491625,0.000982639725711199
2024-01-17,0.9528957573165765,-1.4436784060782881,1.1168962123387205,0.02487029784019503
2024-01-18,-0.3155921648136706,0.7236319863680966,-0.14761424051671518,0.020261800358673008
2024-01-19,0.6199677677731354,-0.6094034586430621,0.33589967886709804,-0.0015978174350781051
2024-01-20,0.9522735598158206,-0.566832834813701,0.8015109554648858,0.023523245302194466
2024-01-21,-0.7234629906514067,-0.29365796361771856,-1.338969837172627,-0.03760418293383967
2024-01-22,-0.5677364121918498,0.41576098851667154,0.07460285113235232,0.0013073888910099302
2024-01-23,0.2613642791998029,0.16796936854723213,0.6749347416024942,0.02243224681943195
2024-01-24,0.27369331540754227,-1.0109443034453118,0.9465612689911704,0.02274169665938093
2024-01-25,1.2269415497142202,-0.02990659268121346,1.844381524846241,0.033298867093706594
2024-01-26,1.5930604142630431,0.11511897260723283,0.822472093579209,0.005164963143660228
2024-01-27,-0.15103055153883657,1.423321026167184,-0.12453044561997667,0.004398229730260497
2024-01-28,-2.375872573091198,0.7109642045700387,-1.598473857074929,-0.03746873998555185
2024-01-29,-0.6273843661803962,-0.002310451813581064,0.4239622107921629,-0.0020717627783799868
2024-01-30,-0.42780503473628484,1.361784750350584,-0.9310743491344498,-0.022264001741298396
2024-01-31,0.0977763472886767,-1.2412893766356956,0.5508029711677888,-0.0010801165463805718
2024-02-01,0.8851983103581446,0.0031808227579895546,1.7604003038471796,0.03801641121225394
2024-02-02,1.3656894904327486,-1.303263971717364,1.2858921630572004,0.02894929980128504
2024-02-03,1.7457209183710487,-1.680915938020964,2.2215892641704342,0.05034532542156785
2024-02-04,1.53354619573813,0.7123855180787204,0.8858022741450489,0.012499548978719386
2024-02-05,-1.24817971784272,0.19542276490297042,-1.0282010164584507,-0.0003613469483725977
2024-02-06,-0.6110248279848474,0.3203918452051127,-1.3083356429887918,-0.03012133864303762
